Name,Kind
优质品种(系),BREED
小麦(黑麦)异源重组系,BREED
强优势杂交组合亲本,BREED
遗传差异检测分析,METHODS
父本异源2号,BREED
强优势组合母本,BREED
SSR遗传距离平均值,METHODS
遗传距离平均值,METHODS
SSR遗传距离,METHODS
表型差异,METHODS
小麦品种(品系),BREED
理化性质,PHENOTYPE
面团流变学特性,PHENOTYPE
面团吸水率,METHODS
min,METHODS
软化度,METHODS
江苏省小麦品种(品系),BREED
容重和出粉率稍高,PHENOTYPE
蛋白质、面筋含量和沉淀值中等,PHENOTYPE
面团形成时间和稳定时间偏短,PHENOTYPE
高筋粉,PHENOTYPE
中、弱筋粉,PHENOTYPE
弱筋小麦新品种,BREED
优质小麦育种,METHODS
我国面包小麦新品种(系),BREED
国外面包小麦品种,BREED
小麦杂交育种,METHODS
优良蛋白质品质,PHENOTYPE
比沉淀值高,PHENOTYPE
亲本资源,BREED
高产优质新品种,BREED
SWAHEN3,BREED
免疫-高抗,PHENOTYPE
中国条锈病新小种,ENVIRONMENT
条中30,ENVIRONMENT
CYR30,ENVIRONMENT
CYR31,ENVIRONMENT
抗条锈性状,PHENOTYPE
高感硬粒小麦品种,BREED
Kappli,BREED
杂种F1、F2群体,BREED
川育12,BREED
四川高感普通小麦品种,BREED
抗×感硬粒小麦杂种F1、F2群体,BREED
小种(CYR30和CYR31)接种鉴定,METHODS
抗病亲本,BREED
杂种F2群体,BREED
免疫-高抗单株与抗-高感单株之比,METHODS
显性互补基因分离比例,METHODS
抗性反应,METHODS
抗病硬粒小麦×感病普通小麦杂种F1,BREED
对条中30、31的抗性,PHENOTYPE
显性互补基因,GENE
四川高产小麦的杂交后代,BREED
靶群体,BREED
选育圃环境,ENVIRONMENT
水分限制的目标环境,ENVIRONMENT
低水分胁迫,ENVIRONMENT
选育圃品系,BREED
昆士兰小麦,BREED
9年(1985~1993年)栽培环境,ENVIRONMENT
缺水,ENVIRONMENT
缺N水平,ENVIRONMENT
耕作条件,ENVIRONMENT
特征分析法,METHODS
低胁迫选育圃环境,ENVIRONMENT
低胁迫目标环境,ENVIRONMENT
目标环境,ENVIRONMENT
目标群体,BREED
水分限制目标环境,ENVIRONMENT
产量预测值,METHODS
低胁迫选育圃值,METHODS
干旱选育圃,ENVIRONMENT
醇溶蛋白,GENE
小麦胚乳,PLACE
醇溶蛋白基因定位,METHODS
后代遗传规律,METHODS
等位基因变异,METHODS
醇溶蛋白组成的电泳,METHODS
二棱型啤酒大麦杂种一代,BREED
关联系数,METHODS
关联序,METHODS
大麦亲本,BREED
不完全双列杂交方式,METHODS
基因加性和非加性效应,METHODS
穗下各节长度,PHENOTYPE
穗部和株型性状,PHENOTYPE
GCV,METHODS
中亲值,METHODS
地理远缘材料,BREED
高抗白粉病、条锈病,PHENOTYPE
中抗叶锈病,PHENOTYPE
纹枯病和叶枯病较轻,PHENOTYPE
耐渍,PHENOTYPE
穗发芽轻,PHENOTYPE
源、流、库协调,PHENOTYPE
繁茂性好,PHENOTYPE
熟相好,PHENOTYPE
品质较优,PHENOTYPE
“早、稀、肥、壮”高产栽培,METHODS
普通小麦地方品种,BREED
遗传变异状况,METHODS
籽粒产量构成因素,PHENOTYPE
地方品种的平均值,METHODS
改良品种,BREED
地方品种的各纯系,BREED
地方基因型,BREED
抽穗期较晚,PHENOTYPE
收获指数较低,PHENOTYPE
遗传力估计值,METHODS
至开花的天数,PHENOTYPE
期望遗传进展,METHODS
至抽穗和至开花的天数,PHENOTYPE
小麦玉米杂交技术,METHODS
阶梯式复合杂交,METHODS
异地、异季加代选育,METHODS
稳定糯小麦品系,BREED
弱春性,PHENOTYPE
蜡质,PHENOTYPE
籽粒饱满,PHENOTYPE
大面积生产水平,PHENOTYPE
糯小麦,BREED
面粉粉质特性,PHENOTYPE
拉伸特性,PHENOTYPE
面条的适口性,PHENOTYPE
陕354,BREED
糯性基因近等位基因系,BREED
抗涝小麦品种,BREED
不抗涝小麦品种,BREED
涝渍胁迫,ENVIRONMENT
生理学效应,METHODS
淹水条件,ENVIRONMENT
叶绿素和脯氨酸含量,PHENOTYPE
酶促自由基清除系统的活性,PHENOTYPE
丙二醛(MDA)含量,PHENOTYPE
抗涝基因型品种,BREED
显著的生理表型效应,PHENOTYPE
小麦籽粒谷蛋白大聚合体(GMP)的含量,PHENOTYPE
谷蛋白聚合体的粒度分布情况,PHENOTYPE
烘烤品质性状,PHENOTYPE
GMP含量,PHENOTYPE
Glu-1位点等位基因变异,PHENOTYPE
亚基相对含量,PHENOTYPE
Glu-A1b,GENE
Glu-D1d,GENE
Glu-A1c,GENE
Glu-D1a,GENE
A组和C组亚基的相对含量,PHENOTYPE
河南省超高产小麦良种,BREED
冬水组,BREED
最高蘖数,PHENOTYPE
春水组,BREED
96中672,BREED
临953,BREED
周麦13,BREED
偃展2号,BREED
种子提纯,METHODS
基因型纯合的栽培品种,BREED
纯合性,PHENOTYPE
半矮秆小麦品种,BREED
高秆变异类型,BREED
非整倍体,BREED
矮基因,GENE
子代细胞遗传学分析,METHODS
Rht1基因,GENE
4B单体植株,BREED
整倍体植株,BREED
4D单体植株,BREED
4B和4D单体,BREED
半矮秆品种,BREED
秀麦3号,BREED
强蘖,PHENOTYPE
大麦新品种,BREED
浙江省的大麦主栽品种,BREED
衍生品系,BREED
低世代材料,BREED
生态遗传变异规律,METHODS
稀密条件,ENVIRONMENT
不同光温型,BREED
光温性状,PHENOTYPE
光温型,BREED
互相补偿规律,METHODS
稳定品系,BREED
光温型材料,BREED
光温特性,PHENOTYPE
黑龙江省小麦育种,METHODS
Pm4a,GENE
抗病基因供体亲本,BREED
85-85,BREED
“滚动”回交,METHODS
温室加代,METHODS
白粉病接种鉴定,METHODS
分子标记辅记选择,METHODS
综合农艺性状优秀,PHENOTYPE
93-111,BREED
96G25,BREED
抗白粉病品系,BREED
醇溶蛋白A-PAGE检测,METHODS
1BL/1RS易位系,BREED
麦谷蛋白亚基SDS-PAGE分析,METHODS
5+10优质蛋白质亚基,GENE
98-1236,BREED
98-1266,BREED
籽粒主要品质性状,PHENOTYPE
川麦28号,BREED
谷蛋白,GENE
Glu-1,GENE
Glu-3,GENE
Suneca,BREED
Cook,BREED
杂交F4代群体,BREED
谷蛋白各亚基位点,GENE
谷蛋白聚合体粒度分布,PHENOTYPE
面粉揉面特性,PHENOTYPE
谷蛋白基因型,BREED
谷蛋白聚合体粒度大小相对分布,PHENOTYPE
面团形成时间,PHENOTYPE
U PP%,METHODS
揉面曲线图峰值的和面时间,METHODS
PTM,METHODS
面粉的揉面曲线形状,METHODS
U PP%值,METHODS
揉面曲线图峰高,METHODS
PHM,METHODS
FP%,METHODS
育种早代,BREED
蓝、紫粒遗传资源,BREED
籽粒色素基因,GENE
色素种质,BREED
籽粒色素,PHENOTYPE
籽粒平均灌浆速率,PHENOTYPE
一般配合力(GCA)效应,METHODS
特殊配合力(SCA)效应,METHODS
反交(R)效应,METHODS
均方比,METHODS
冰草,BREED
小麦背景,GENE
单一遗传背景,PHENOTYPE
普通小麦Fukuho×冰草Z559的杂种后代,BREED
BC3F2,BREED
BC5,BREED
遗传稳定(异源易位系)的杂种后代,BREED
良好的株型结构,PHENOTYPE
兼抗白粉病和黄矮病,PHENOTYPE
白质含量高,PHENOTYPE
冰草Z559,BREED
外源优异基因,GENE
黑色籽粒基因,GENE
抗白粉病和黄矮病基因,GENE
相关、通径和聚类分析,METHODS
穗粒性状基因型,BREED
分化小花数,PHENOTYPE
可孕小花数,PHENOTYPE
特大穗型小麦,BREED
小花分化速率最快,PHENOTYPE
分化持续时间最短,PHENOTYPE
直接通径系数,METHODS
南京生态条件,ENVIRONMENT
小花分化速率,PHENOTYPE
小花分化持续时间,PHENOTYPE
小花的分化速率,PHENOTYPE
小花的结实率,PHENOTYPE
病级,METHODS
杂交组合正反交F1,BREED
抗病性调查,METHODS
正反交F1,BREED
杂交组合F2群体,BREED
主多基因混合遗传模型分离世代分析方法,METHODS
亲本、F1和F2方差分析方法,METHODS
F2植株比例,METHODS
纹枯病抗性遗传,PHENOTYPE
光温型品种(系),BREED
春化阶段,PHENOTYPE
低温效应,METHODS
低温短日效应,METHODS
感光和感温性状生态价分析,METHODS
光敏和温敏型材料,BREED
生态价变化,METHODS
光钝和温钝型材料,BREED
渐近杂交法,METHODS
抗旱高产小麦新品种选育,METHODS
水、旱地交叉选育法,METHODS
杂种后代基因型,BREED
自然选择,METHODS
定向培育,METHODS
抗旱、高产、稳产小麦品种,BREED
淮北地区小麦品种,BREED
生产水平,PHENOTYPE
生产持续稳定增长,PHENOTYPE
超高产小麦新品种,BREED
高产更高产,PHENOTYPE
变异的频数分布,METHODS
拟黄芒品种,BREED
颖色,PHENOTYPE
无芒品种,BREED
芒型基因,GENE
主频颖色,PHENOTYPE
拟黄颖,PHENOTYPE
颖色基因,GENE
无颖毛品种,BREED
毛颖基因,GENE
粒色基因,GENE
红粒基因,GENE
降秆基因,GENE
秆质,PHENOTYPE
黄秆品种,BREED
紫秆基因,GENE
7BS,GENE
抗落粒性,PHENOTYPE
抑紧颖基因,GENE
TgI,GENE
穗型穗码基因,GENE
有叶毛品种,BREED
毛叶基因,GENE
4BL,GENE
抗条锈病品系,BREED
抗病易位系,BREED
5+10及1或2优质蛋白质亚基,GENE
98-1266品系,BREED
花粉管通道,METHODS
胚囊,PLACE
合子,PLACE
诱变效果,METHODS
M3代,BREED
优异突变体,BREED
96K986,BREED
小麦兼抗育种,METHODS
远缘种质资源,BREED
兼抗育种,METHODS
野生抗源,BREED
丰产亲本,BREED
性状上的互补性,METHODS
杂种分离世代,BREED
抗病单株,BREED
抗病类型群体,BREED
综合丰产性,PHENOTYPE
遗传性稳定,METHODS
种圃的发病条件,ENVIRONMENT
供水,ENVIRONMENT
施氮水平,ENVIRONMENT
叶片离体失水过程,PHENOTYPE
自由水和束缚水含量,PHENOTYPE
水分生理性状,PHENOTYPE
同步测定分析,METHODS
束缚水含量,PHENOTYPE
离体叶片失水过程,PHENOTYPE
地上部生长性状,PHENOTYPE
根系生长性状,PHENOTYPE
地上部耐性指数,PHENOTYPE
相对地上部干重,METHODS
根系耐性指数,PHENOTYPE
相对根长,METHODS
相对根系干重,METHODS
分布范围,METHODS
灵敏度,METHODS
灵敏,METHODS
小体积溶液培养,METHODS
土培和田间试验,METHODS
小盆钵土培试验,METHODS
大容积溶液培养,METHODS
轮选世代,BREED
K、V型小麦雄性不育恢复基因,GENE
分离比例,METHODS
裂区试验,METHODS
新型化学杂交剂,ENVIRONMENT
农艺性状表现,PHENOTYPE
种子发芽势,PHENOTYPE
籽粒的发芽势,PHENOTYPE
人工饱和授粉结实率,METHODS
人工饱和授粉最高结实率,METHODS
高稳系数法,METHODS
黄淮旱地小麦新育成品种,BREED
高稳系数,METHODS
性状高稳性,PHENOTYPE
Seui82,BREED
SieteCerros重组近交系,BREED
电解质渗漏,METHODS
细胞膜,GENE
热稳定性,PHENOTYPE
热损伤率,PHENOTYPE
相对热损伤率,PHENOTYPE
大田环境条件,ENVIRONMENT
穗粒重热感指数,PHENOTYPE
大棚升温,ENVIRONMENT
升温处理,ENVIRONMENT
非超高产,PHENOTYPE
冠层叶片,PLACE
灌浆结束,PHENOTYPE
冠层透光率,PHENOTYPE
抽穗期叶面积指数,PHENOTYPE
中后期叶面积指数,PHENOTYPE
SOD酶活性,PHENOTYPE
上三叶光合速率,PHENOTYPE
单位叶面积粒数,PHENOTYPE
单位叶面积粒重,PHENOTYPE
MDA与,PHENOTYPE
弱致病性白化突变菌株,ENVIRONMENT
强致病菌株,ENVIRONMENT
小麦全蚀病菌,ENVIRONMENT
基因数,GENE
弱致病菌株,ENVIRONMENT
子代,BREED
亲代,BREED
致病性表型,PHENOTYPE
菌落颜色,PHENOTYPE
麦红吸浆虫,ENVIRONMENT
避害性,PHENOTYPE
形态抗虫性,PHENOTYPE
生化抗虫性,PHENOTYPE
诱导抗虫性,PHENOTYPE
寡基因,GENE
杂交系谱法,METHODS
双轮回,METHODS
抗麦红吸浆虫种质,BREED
进口小麦,BREED
优质小麦品种,BREED
品种品质,PHENOTYPE
单株成穗数,PHENOTYPE
剂量,ENVIRONMENT
干种子反应,METHODS
显性度,METHODS
亲本选配,METHODS
加-显性遗传,METHODS
小麦籽粒蛋白质数量,PHENOTYPE
小麦籽粒硬度,PHENOTYPE
小麦面粉粉色,PHENOTYPE
小麦籽粒淀粉品质,PHENOTYPE
小麦收获前穗发芽,PHENOTYPE
单粒传(SSD)方法,METHODS
ARz,BREED
F6代重组自交系,BREED
遗传群体,BREED
牙签法,METHODS
沟带接菌法,METHODS
纹枯病抗性鉴定,METHODS
SSR分子标记,GENE
SSR标记位点,GENE
小麦纹枯病抗病,PHENOTYPE
抗小麦纹枯病,PHENOTYPE
MapManagerQTXb17,METHODS
非糯小麦品种,BREED
糯小麦品系,BREED
TN-1,BREED
全蛋白质和面筋蛋白含量,PHENOTYPE
高营养价值,PHENOTYPE
加工性能,PHENOTYPE
比色法,METHODS
戊聚糖含量,PHENOTYPE
生态变异,PHENOTYPE
戊聚糖平均含量,PHENOTYPE
面粉品质性状,PHENOTYPE
面团流变学特性参数,PHENOTYPE
麦套棉,BREED
皮棉,BREED
单株铃数,PHENOTYPE
单铃重,PHENOTYPE
果枝数,PHENOTYPE
衣分,PHENOTYPE
霜前花率,PHENOTYPE
子指,PHENOTYPE
纤维品质性状,PHENOTYPE
伸长率,PHENOTYPE
环纱缕强,PHENOTYPE
比强度,PHENOTYPE
麦克隆值,PHENOTYPE
黄度,PHENOTYPE
反射率,PHENOTYPE
气纺指数,PHENOTYPE
皮棉产量,PHENOTYPE
物理图谱,METHODS
基因组测序,METHODS
W7984,BREED
Opata,BREED
RFLP作图群体,BREED
遗传图谱比较分析,METHODS
同源群染色体,GENE
根系特性,PHENOTYPE
根冠形态,PHENOTYPE
6D染色体,GENE
单株水分利用效率,PHENOTYPE
新物种,BREED
外源DNA导入技术,METHODS
DNA片断杂交技术,METHODS
供体遗传物质,GENE
受体植物,BREED
变异材料,BREED
改良系谱法,METHODS
成穗能力,PHENOTYPE
绿叶面积保持时间,PHENOTYPE
同化物向籽粒转运,PHENOTYPE
根系发达,PHENOTYPE
抗倒伏力强,PHENOTYPE
动态互补,PHENOTYPE
普通荞麦,BREED
相对性状,PHENOTYPE
子一代分离群体,BREED
荞麦,BREED
花果落粒性,PHENOTYPE
落粒,PHENOTYPE
不落粒,PHENOTYPE
正常,PHENOTYPE
主茎木质化,PHENOTYPE
单基因遗传模式,METHODS
片正面颜色,PHENOTYPE
粉红,PHENOTYPE
瘦果棱形状,PHENOTYPE
瘦果棱初期颜色,PHENOTYPE
瘦果初期颜色,PHENOTYPE
浅红,PHENOTYPE
显性互补基因遗传,METHODS
主茎木质化基因,GENE
落粒基因,GENE
瘦果棱初期颜色基因,GENE
瘦果初期颜色基因,GENE
瘦果棱形状基因,GENE
花药大小基因,GENE
花被片正面颜色基因,GENE
独立遗传,METHODS
国内外小麦,BREED
麦后夏播棉花品种,BREED
麦后连作夏播棉花品种,BREED
农艺和主要经济性状,PHENOTYPE
旱作条件,ENVIRONMENT
超标优势,PHENOTYPE
杂交优势,PHENOTYPE
生态型品种杂交,METHODS
抗旱育种杂交模式,METHODS
郑州8761,BREED
川育35050,BREED
不育小穗数,PHENOTYPE
新品系植株,BREED
产量经济性状,PHENOTYPE
原品种,BREED
小麦近缘植物,BREED
大麦分子遗传图谱,METHODS
性状基因定位,METHODS
图位克隆,METHODS
高产生理型,BREED
高效生态型,BREED
高值专用型,BREED
基因克隆转化,METHODS
河东乌麦526,BREED
黑粒小麦76,BREED
漯珍1号,BREED
黑粒小麦新品种,BREED
天然黑色素,GENE
微量元素的含量,PHENOTYPE
黑粒小麦品种,BREED
色素,GENE
黑粒性状,PHENOTYPE
互补基因,GENE
白色,PHENOTYPE
色素分布,PHENOTYPE
非1B/1R类型小麦K型不育系KTSP3314A,BREED
1B/1R类型小麦K型不育系K3314A,BREED
TB902,BREED
F107,BREED
J18,BREED
R205,BREED
L783,BREED
恢复性,PHENOTYPE
单倍体发生频率,PHENOTYPE
非1B/1R类型小麦K型不育系,BREED
1B/1R类型小麦K型不育系,BREED
陇矮系列春小麦,BREED
种间远缘杂交,METHODS
优异种质材料,BREED
陇矮系列种质,BREED
品系材料,BREED
98J115,BREED
98J118,BREED
01J8,BREED
性状遗传,PHENOTYPE
品种杂交,METHODS
红农1号,PHENOTYPE
陇春15,BREED
CIMMYT引进材料,BREED
抗病基因编码蛋白,GENE
抗病基因介导,METHODS
激活防御反应,METHODS
附加基因,GENE
禾谷作物,BREED
病防御反应,METHODS
信号传导基因,BREED
抗病信号,GENE
防卫基因,GENE
生物工程育种,METHODS
多基因抗性,PHENOTYPE
非寄主抗性,PHENOTYPE
硬粒小麦材料,BREED
硬粒小麦品系,BREED
小麦节间长,PHENOTYPE
倒一节间长,PHENOTYPE
加性—上位性模型遗传,METHODS
倒二和基部第一、三节间长,PHENOTYPE
加性—显性—上位性模型遗传,METHODS
基部第二节间长,PHENOTYPE
茎粗性状,PHENOTYPE
加性—显性模型遗传,METHODS
部分到完全显性,METHODS
品种(系),BREED
穗颈长和粗,PHENOTYPE
剑叶长和宽,PHENOTYPE
不实小穗数,PHENOTYPE
变异参数,PHENOTYPE
基础群体DNS2,BREED
未选群体,BREED
RAPD分子聚类,METHODS
小麦纯系,BREED
硼酸溶液,ENVIRONMENT
航天诱变试验,METHODS
97-5199,BREED
中晚熟,PHENOTYPE
种植密度,ENVIRONMENT
竞争和少竞争条件,ENVIRONMENT
熟期品种,BREED
早熟小麦品种,BREED
花序,PHENOTYPE
早熟高产,PHENOTYPE
拨节到抽穗(雌雄蕊分化到抽穗)的时间,PHENOTYPE
潜力高,PHENOTYPE
弹性大,PHENOTYPE
越冬抗寒性,PHENOTYPE
小穗分化,PHENOTYPE
灌浆,PHENOTYPE
籽粒形成,PHENOTYPE
小麦谷蛋白,GENE
基因序列,METHODS
分子结构,METHODS
多态性,METHODS
麦谷蛋白,GENE
基因结构,METHODS
无重复结构,METHODS
N-末端,ENVIRONMENT
C-末端,ENVIRONMENT
麦谷蛋白亚基,PHENOTYPE
DNA序列,GENE
Cys-残基,GENE
麦谷蛋白聚合体,GENE
亚基,PHENOTYPE
亚基生化特性,PHENOTYPE
1Ax1,GENE
1Dx5,GENE
1Dy10,GENE
面筋强度性状,PHENOTYPE
小麦鄂恩4号,BREED
小麦M1代,BREED
60Coγ射线照射,ENVIRONMENT
小麦种子,PLACE
每穗小穗总数,PHENOTYPE
C4植物高粱,BREED
小麦陇春13,BREED
V26,BREED
原受体,BREED
RAPD鉴定,METHODS
高粱,BREED
基因组部分片断,GENE
谷子,BREED
农杆菌,ENVIRONMENT
单基因转基因技术,METHODS
数量形状,PHENOTYPE
母性遗传特征,PHENOTYPE
双亲抗旱性组合,BREED
细胞核基因,GENE
高产种质杂种后代,BREED
抗病品种望水白,BREED
感病品种Alondra’s,BREED
染色体加倍,METHODS
赤霉病抗性,PHENOTYPE
抗病DH系,BREED
感病DH系,BREED
中抗DH系,BREED
抗性不稳定,PHENOTYPE
望水白/Alondra’sDH群体,BREED
苏麦3号/Alondra’sDH群体,BREED
苏麦3号DH群体,BREED
遗传模型分析,METHODS
望水白,BREED
Alondra’s,BREED
Alondra’s2,BREED
全麦粉SDS沉淀值,PHENOTYPE
膨胀体积,PHENOTYPE
全麦粉膨胀体积,PHENOTYPE
膨胀体积变异,PHENOTYPE
沉淀值变异,PHENOTYPE
小麦品比试验,METHODS
幼苗习性,PHENOTYPE
品系98353,BREED
超选A,BREED
超选B,BREED
小麦远缘杂交技术,METHODS
染色体易位方式,METHODS
有益基因,GENE
良好受体,BREED
小麦新种质,BREED
染色体易位,METHODS
细胞遗传学,METHODS
小麦族,BREED
易位导入,METHODS
染色体易位鉴定方法,METHODS
小麦远缘杂交,METHODS
小麦种质资源,BREED
早抗1号,BREED
抗白粉病和条锈病,PHENOTYPE
早熟小麦新品系,BREED
抗源2号,BREED
邯农2号,BREED
单体系,BREED
茸毛偃毛草基因,GENE
种子贮藏蛋白电泳技术,METHODS
小麦-茸毛偃麦草部分双二倍体TE-3,BREED
谷蛋白亚基,GENE
源自茸毛偃麦草,BREED
茸毛偃麦草,BREED
种质材料Y176,BREED
Y176-12,BREED
蛋白电泳分析,METHODS
特异醇溶蛋白带,GENE
醇溶蛋白特征带,GENE
参考品种,BREED
730-1品系,BREED
730-2品系,BREED
克草粒数,PHENOTYPE
显性矮源近等基因系,BREED
父本(CK),BREED
西农引06,BREED
奥尔森,BREED
西南02矮源,BREED
矮源近等基因系,BREED
西南02,BREED
奥尔森矮源近等基因系,BREED
矮源,BREED
西南02矮源近等基因系,BREED
矮苏3矮源近等基因系,BREED
矮变1号矮源近等基因系,BREED
欧氏距离,METHODS
西农引06矮源,BREED
矮苏3矮源,BREED
携带pti5vp16基因,GENE
pJZ170质粒,GENE
微弹用基因枪,METHODS
丰强3号小麦,BREED
转基因小麦植株,BREED
阳性植株,BREED
斑点杂交,METHODS
Southern印迹杂交检测,METHODS
杂交信号,METHODS
小麦白粉病菌,ENVIRONMENT
红外测温仪,METHODS
施肥处理,ENVIRONMENT
小麦冠层温度,ENVIRONMENT
基因型品种,BREED
养分胁迫,ENVIRONMENT
籽粒灌浆期旗叶叶绿素含量,PHENOTYPE
可溶性蛋白质含量,PHENOTYPE
水、肥等栽培措施,METHODS
冬小麦新品系陇麦108,BREED
显性雄性核不育单基因,GENE
MS2,GENE
小麦基因源,GENE
亲本系,BREED
太空诱变处理,METHODS
抗白粉病种质资源,BREED
推广种,BREED
白粉病轮回选择群体,BREED
抗白粉病基因库,GENE
牙签接菌法,METHODS
ARZ,BREED
重组自交系群体(RIL),BREED
主基因+多基因混合遗传模型分离分析法,METHODS
抗纹枯病基因,GENE
小麦纹枯病,ENVIRONMENT
连锁主基因遗传模型(B21),METHODS
加性加性×加性上位性作用,METHODS
转基因植物,BREED
抗除草剂类基因,GENE
品质基因,GENE
抗旱耐盐,PHENOTYPE
雄性不育类基因,GENE
转单基因,GENE
生理和农艺性状,PHENOTYPE
群体平均优势,PHENOTYPE
株有效穗数群体,BREED
群体超亲优势,BREED
抗条锈优质冬小麦品种,BREED
复合杂交法,METHODS
高抗条锈病、白粉病、叶枯病,PHENOTYPE
小麦花药培养技术,METHODS
C17培养基,ENVIRONMENT
雄核发育,PHENOTYPE
叶绿素合成,PHENOTYPE
陕麦611,BREED
株系1530W3,BREED
SSR分析,GENE
特异性产物,BREED
遗传物质,GENE
抗黄矮病材料,BREED
丰产性品种,BREED
R96330,BREED
小麦矮秆种质系山农31504-1,BREED
小麦高秆品种,BREED
山农31504-1,BREED
赤霉酸,ENVIRONMENT
成熟偏晚,PHENOTYPE
主效基因Pina,GENE
Pinb,GENE
Pina,GENE
Pinb基因,GENE
软质小麦Heron,BREED
Pina基因,GENE
氨基酸残基,PHENOTYPE
核苷酸,GENE
WWKWWK,BREED
KWWK,BREED
陕213,BREED
优质品种,BREED
H9908,BREED
抗倒性差,PHENOTYPE
穗小,PHENOTYPE
淀粉品质好,PHENOTYPE
糯质基因,GENE
纯糯小麦品系,BREED
宁W0065,BREED
宁W0066,BREED
常规育种技术,METHODS
小麦特异型种质,BREED
一二粒小麦,BREED
波兰小麦,BREED
加查野生小麦,BREED
分枝小麦,BREED
电子,ENVIRONMENT
60γ射线,ENVIRONMENT
快中子辐射,ENVIRONMENT
再辐射,ENVIRONMENT
小麦特异型新质源,GENE
大粒型,PHENOTYPE
早熟灌浆快,PHENOTYPE
多小穗长穗型,PHENOTYPE
高产优质育种,METHODS
无融合生殖育种,METHODS
小麦杂种一代,BREED
中国春与推广品种(系),BREED
分蘖多,PHENOTYPE
多小花,PHENOTYPE
“多小花”,BREED
易倒伏,PHENOTYPE
株型差,PHENOTYPE
千粒重低,PHENOTYPE
中国,BREED
TaDREB1,BREED
六倍体小麦,BREED
二倍体近缘种,BREED
直接测序法,METHODS
TaDREB1基因,GENE
38038bp序列,GENE
SNP,GENE
InDel,GENE
单核苷酸多态性,PHENOTYPE
核苷酸多样性(Л)分析,METHODS
小麦二倍体近缘种,BREED
二倍体种,BREED
单倍型,BREED
抗旱型材料,BREED
盐、旱逆境,ENVIRONMENT
转BADH基因,GENE
99T6,BREED
甜菜碱积累,PHENOTYPE
盐逆境,ENVIRONMENT
生长优势,PHENOTYPE
耐盐能力,PHENOTYPE
电导率,PHENOTYPE
质膜相对透性,PHENOTYPE
转BADH基因株系,BREED
抗膜损伤能力,PHENOTYPE
甜菜碱,ENVIRONMENT
盐旱逆境抗性,PHENOTYPE
靶标性状,PHENOTYPE
基因工程方法,METHODS
植物盐旱耐性,PHENOTYPE
茎质系数,PHENOTYPE
单茎草重,PHENOTYPE
与穗数,PHENOTYPE
重穗型品种,BREED
子粒产量/草产量(库源比),PHENOTYPE
中间型品种,BREED
春小麦品种(品系),BREED
面包烘烤品质,PHENOTYPE
辽宁和内蒙品种,BREED
单位蛋白质含量的面包体积,PHENOTYPE
面包体积,PHENOTYPE
1心槽路出粉率,PHENOTYPE
2心和1皮槽路出粉率,PHENOTYPE
高分子量麦谷蛋白亚基(HMW GS)Glu A1,GENE
Glu D1位点,GENE
“安麦5号”,BREED
L928802221,BREED
生产试验,METHODS
玻璃质,PHENOTYPE
原始染色体结构,GENE
野生种,BREED
断穗,PHENOTYPE
包壳,PHENOTYPE
西藏半野生小麦,BREED
中国西藏三联小穗小麦(TTSW),BREED
三联小穗性状,PHENOTYPE
TTSW,BREED
新基因,GENE
Ts1,GENE
Ts2,GENE
低千粒重,PHENOTYPE
低结实率,PHENOTYPE
新株型超高产杂交小麦育种,METHODS
小麦无性系,BREED
92-3235HMW-GS,BREED
照冀92-3235,BREED
SDS PAGE电泳图谱,METHODS
醇溶蛋白电泳,METHODS
面粉品质,PHENOTYPE
2+12亚基,PHENOTYPE
2+12亚基缺失,PHENOTYPE
2倍体,BREED
4倍体,BREED
6倍体小麦,BREED
灰色相关性,METHODS
异速生长模型,METHODS
目标组合,BREED
空间插值模型,METHODS
组合性状,PHENOTYPE
PPO,PHENOTYPE
颜色褐变,PHENOTYPE
面粉PPO,PHENOTYPE
籽粒及面粉PPO活性,PHENOTYPE
PPO活性,PHENOTYPE
籽粒PPO,PHENOTYPE
软麦面粉,BREED
小麦PPO活性,PHENOTYPE
面粉PPO活性,PHENOTYPE
面团颜色,PHENOTYPE
麸皮含量,PHENOTYPE
PPO含量,PHENOTYPE
蛋白质及淀粉特性,PHENOTYPE
抗大麦黄矮病毒(BYDV),PHENOTYPE
加性、显性和上位性效应,METHODS
巨穗小麦种质,BREED
基因连锁程度,GENE
多数性状,PHENOTYPE
性状对,PHENOTYPE
3A染色体,GENE
作用效应,METHODS
绵阳26号小麦,BREED
绵阳26号,BREED
土壤接种方法,METHODS
小麦资源,BREED
抗纹枯病种质,BREED
国内地方品种,BREED
国内改良品种,BREED
Niavt14,BREED
Rendezvous,BREED
抗病种质,BREED
大麦闽麦06,BREED
病害轻,PHENOTYPE
增产效果,PHENOTYPE
丰产稳定性,PHENOTYPE
重粒式多穗重粒,PHENOTYPE
环境主效应,METHODS
基因型和环境主效应,METHODS
面粉降落值,PHENOTYPE
基因型主效应,METHODS
隐性矮源,BREED
诱变因子,GENE
中、高秆,PHENOTYPE
突变株系,BREED
突变衍生系,BREED
半显性矮秆基因,GENE
标志基因测交法,METHODS
生理生化遗传标记,METHODS
半显性矮秆复,PHENOTYPE
小麦淀粉,BREED
糊化特性,PHENOTYPE
RVA特征参数,PHENOTYPE
RVA特征参数度量,PHENOTYPE
性状遗传表达鉴别方法,METHODS
小麦杂种组合,BREED
小麦面粉,BREED
糊化温度(PTP),PHENOTYPE
F1植株,GENE
