sentence,relation,head,head_offset,tail,tail_offset
"通过田间观察、室内镜检,证明恢复型不育细胞质杂交种JnA黄c×R178、JnA178×R黄c的恢复度达到100%,同时对其产量和其他7个农艺性状进行了分析,结果表明:JnA黄c×R178、JnA178×R黄c与正常细胞质杂交种农大108差异不显著。",表现,R178,31,恢复度,47
"群体的遗传参数分析表明:小区产量、千粒重、穗长、穗粗、穗位高这几个性状受基因的加性效应较大,而株高、行数这2个性状受基因的互作效应较大。",调控,基因的加性效应,36,小区产量,12
"结果表明,5个穗部性状和小区产量在30个组合间差异均达到极显著水平,小区产量与行粒数、穗重、穗长和穗粗均呈现极显著性正相关,其中小区产量与穗重的相关系数最高;转基因系6的产量一般配合力效应值最高为11.717,其次为转基因系1,效应值为2.946,其他4个系的效应值都为负值;转基因系6产量一般配合力与转基因系1、2、3、4、5有着极显著差异。",影响,小区产量,12,行粒数,39
"华玉5号具有丰产性好,抗病性及抗倒性强,子粒大,品质优,综合农艺性状优良等特点。",表现,华玉5号,0,丰产性,6
"本文利用1个黑玉米自交系SDM为共同父本,分别与白玉米自交系木6和黄玉米自交系Mo17杂交,构建2个相关F2:3群体(分别缩写为WD和YD),对玉米籽粒中花色苷含量和黑色素含量进行QTL分析。",调控,QTL分析,90,黑色素含量,83
"随秸秆还田量增加,XD20花前营养器官(茎鞘+叶片)的DMR、DMRE和DMRCG呈先降后升趋势,均在S1处理下最低,而花后DMAA和DMAACG则呈先升后降趋势,均在S1处理下达到最高值;ZD958花前营养器官(茎鞘+叶片)的DMR、DMRE和DMRCG以及花后DMAA均呈先升后降趋势,均在S2处理最高。",表现,XD20,9,DMRCG,36
"﻿本文综述爆裂玉米的生物学特性、膨爆机制、品质性状、遗传多样性、功能基因挖掘以及爆裂玉米产业发展等方面的研究,对今后我国爆裂玉米研究前景和方向进行展望。",表现,爆裂玉米,5,生物学特性,10
"以全株相对干物重(RTDW)和全株砷富集量(RETP)为筛选指标,得出DH3622、SY511、XQ74-2、ND5、LY18是相对耐砷、砷富集量相对较高的玉米品种;DH11、JZN218、QL1等15个是砷富集量相对较低、耐砷性相对较差的玉米品种。",表现,JZN218,88,耐砷性相对较差,112
"﻿按Griffing双列杂交方法Ⅳ对9个优质蛋白玉米(QPM)骨干自交系进行组配,将获得的36个杂交组合在云南省的昆明、保山、德宏3种不同生态条件下进行鉴定,对自交系的单株产量、株高、穗位高、穗长、穗粗、穗行数、行粒数、千粒重和胚乳硬度进行配合力分析和遗传参数估算。",方法,穗位高,92,遗传参数估算,126
"以96份广西主要玉米自交系为材料,通过两年一点两个水平的田间试验,鉴定玉米自交系在低氮和正常氮水平下的产量、吐丝期穗位叶SPAD值、低氮农学利用效率(LNAE)、株高、穗粒数、百粒重和ASI值等性状指标,分析它们之间的相关关系,计算遗传力等,对玉米自交系氮利用效率进行有效评价。",影响,低氮,41,穗粒数,84
"湘康玉2号综合性状优良,品质优,全籽粒含蛋白质10.15%;产量高,2007~2008年参加湖南省杂交玉米区试,平均产量7851.0kg/hm2,比CK临奥1号增产9.60%;抗病,抗性鉴定高抗大叶斑病、抗小叶斑病、高抗茎腐病、中抗纹枯病;株型半紧凑,抗倒伏、抗倒折。",表现,湘康玉2号,0,株型半紧,120
"同时,Bt玉米植株的株高变矮,单株叶面积变小,根系活力显著降低。",表现,Bt玉米,3,根系活力显著降低,23
"通过对其农艺性状的观察研究,发现:(1)抽雄日数、吐丝日数和生育期缩短,表现出良好的早熟性;开花散粉至吐丝日数(ASI)增大;株高有增加趋势;穗位高有降低趋势;雄穗主支长有增加趋势;雄穗分支数在6~9个之间,与原有黄旅系相比互有增减;茎粗变细;穗位上节间长有增加趋势;田间倒伏(折)率大幅度降低,抗倒伏(折)能力进一步提高;穗长有增加趋势;穗行数略有减少的趋势;穗粗和轴粗均有下降趋势,其中轴粗下降趋势更加明显;籽粒长度有增加的趋势;在百粒重方面,除昌7-2后代系外,黄旅系后代系均有所降低;穗粒重有降低趋势;出籽率有增加趋势;籽粒含水量明显降低;(2)导入25%和50%比例的UH004F和UH004M的黄欧系在大多数性状上都有一定的变化趋势,主要表现在抽雄吐丝和生育期提早、ASI值增大、株高增高、穗位降低、雄穗主支长变长、雄穗分支数增加、茎粗变细、穗位上节间长拉长、抗倒伏(折)能力提高、穗长增加、穗行数减少、穗粗和轴粗降低、百粒重和穗粒重降低、收获时籽粒含水量降低等趋势。",表现,黄旅系,107,出籽率有增加趋势,255
"足氮(sufficient nitrogen,SN)和低氮(deficient nitrogen,DN)条件下研究材料表型分析发现,DN条件下相对于WT植株,zmnlp5植株根长显著降低。",表现,zmnlp5植株,79,根长显著降低,87
"结果表明,参试材料的9个农艺性状的变异系数在2.19%58.72%之间;相关分析表明,行粒数与产量呈极显著正相关(r=0.450),秃尖长与产量间呈显著负相关(r=-0.336);通径分析表明,穗粗、行粒数和出籽率对产量的直接作用为正值,穗长、轴粗、秃尖长、穗行数和千粒重对产量的直接作用为负值;主成分分析表明,对产量贡献大小排序为秃尖长因子>行粒数因子>穗行数因子>穗粗因子。",影响,穗行数,129,产量,47
"金凯3号丰产性好,省区试中平均产量达13251kg/hm2,比对照(豫玉22)增产3.85%,居参试品种的第四位;生产试验中产量13978.5kg/hm2,比对照增产5.5%,位居第二位。",表现,金凯3号,0,丰产性好,4
"多数品种产量较高(1×104kg/hm2以上),品质中等(总评分8486分),处于中抗水平。",表现,多数品种,0,产量较高,4
"高氮下,根系性状除轴根长以外均以非加性遗传为主;氮胁迫下,除轴根数以外的根系性状以加性遗传为主。",方法,根系性状,4,加性遗传,17
"热带、亚热带种质引种到温带要进行种质鉴定,通过混合选择或与温带种质互导改良以及轮回选择等途径,可筛选出更多抗病虫、耐旱、耐瘠薄、优良农艺性状等有利基因。",调控,有利基因,71,耐瘠薄,60
"结果表明:这两份不育材料不育株的花药内无花粉或含少量畸形花粉,败育彻底,花粉败育表现为典败型。",调控,花粉,20,败育,31
"﻿为了解析株高性状的遗传基础,以X178和NX531为亲本构建的124份RIL群体为研究材料,基于高密度SNP标记构建的包含7278个bin的bin-map连锁图谱,对辛集、保定2个地点RIL群体的株高、穗位高、穗位系数3个性状进行QTL定位分析,共检测到16个QTL位点,有9个QTL的表型贡献率大于10.00%。",表现,RIL,36,株高,5
"因此认为,株型紧凑、营养成分含量高及果皮薄的大穗大粒型杂交种是糯玉米育种的主要目标。",表现,大穗大粒型杂交种,22,果皮薄,18
"叶绿素含量的QTL表达存在时空性,其中qchl4和qchl5b在整个生育时期均能检测到,是玉米生长发育所必需的两个QTL。",调控,qchl4,19,生育时期,34
"﻿为满足日益扩大的甜玉米市场需求,惠州市农科所充分依托惠州作为广东甜玉米主产区,发挥资源优势,依据生产需要,于2007年育成鲜食加工兼用型综合性状优良的新品种惠甜5号,该品种穗型好,甜度高,籽粒中,色泽亮,排列整齐,皮薄脆嫩,植株中等,抗病性抗逆性好。",表现,惠甜5号,79,甜度高,91
"﻿该文概述几种分子标记的特点,论述了DNA分子标记在玉米品质性状基因、产量性状基因、生育期和主要植株性状基因、抗性基因、育性基因等基因定位方面的研究进展,并提出了今后的应用前景与发展方向。",方法,DNA分子标记,18,育性基因,60
"结果表明,低氮胁迫下玉米幼苗根干重、根冠比、根总表面积、根体积、侧根数、根平均直径和初生根长显著增加,地上部干重和单株干重显著减小,而总根长没有明显变化。",表现,玉米幼苗,10,地上部干重,51
﻿粤农90-137是采用早熟、优质单交种京黄127与自选自交系89b-1杂交育成的中早熟、优质、丰产、耐寒、多抗、广适的玉米三交种。,表现,粤农90-137,1,早熟,12
"﻿本文按P1×P2不完全双列杂交设计,分析了本所利用的7个玉米自交系及其组配的12个组合的株高、穗位、穗长、穗粗、穗行数、行粒数、千粒重、产量等主要数量性状的配合力和遗传参数,根据配合力效应值筛选出4个优良自交系亲本和4个强优势杂交组合。",表现,玉米自交系,29,穗行数,57
"其杂交组合株高、穗位适中,果穗均匀粗大,穗行中等,籽粒整齐,千粒重高,淀粉含量高,商品性佳,丰产、稳产及适应性好,在生产上应用广泛。",表现,杂交组合,1,商品性佳,41
笔者分析了株高、穗位高、千粒重、单产等14个性状的配合力参数。,方法,株高,5,配合力参数,25
"湘康玉1号综合性状优良,品质优,全籽粒含蛋白质11.98%;产量高,2007~2008年参加湖南省杂交玉米区试,平均产量529.9kg/667m2,比CK临奥1号增产9.88%;抗病,抗性鉴定大斑病(3级)抗,小斑病(1级)高抗,茎腐病(病株率4.4%)抗,纹枯病(3级)抗;株型半紧凑,抗倒伏、倒折。",表现,湘康玉1号,0,综合性状,5
"结果表明,磷胁迫下,自交系双M9和苏11APase活性分别较全磷处理高40.7%(p<0.01)和31.86%(p<0.01);双M9株高、茎粗、穗位高、雄穗长、雄穗分枝数和叶面积显著高于全磷处理,苏11茎粗、雄穗长、雄穗分枝数和叶面积显著高于全磷处理;双M9穗长、穗粗、行粒数、穗粒重、穗轴重和百粒重显著高于全磷处理,苏11穗行数、行粒数、穗粒重、穗重和穗长显著高于全磷处理;APase活性与株高、雄穗分枝数、穗位高和百粒重中度正相关。",表现,苏11,17,穗粒重,140
"5个穗部性状均不符合加性-显性遗传模型,穗长存在着明显的加性效应;穗粒重、行粒数除显性效应外,还存在明显上位性效应;穗粗和穗行数存在着显著的显性效应,上位性效应不明显。",方法,行粒数,37,上位性效应,52
﻿本文按双列杂交法(D4)分析了7个自交系的生育期、株高、穗位、穗长、穗粗、穗行数、行粒数、秃尖长、百粒重、出籽率、单株子粒重11个性状的GCA、SCA及遗传参数。,表现,自交系,18,行粒数,42
"在黄淮海冬小麦-夏玉米一年两熟潮土区,适量秸秆还田可延缓玉米生育后期叶片衰老进程,优化玉米干物质积累与分配特性,提高花后干物质积累量,增加粒重,进而提高玉米籽粒产量。",影响,适量秸秆还田,19,进而提高玉米籽粒产量,72
"﻿为研究不同品种玉米在干旱条件下的形态与产量性状、明确不同基因型玉米品种的抗旱性,采用产量抗旱指数为评价参数,分析各性状与参数间的关系,筛选出有效的综合评价指标,并对各品种的抗旱性进行分类。",影响,干旱条件,11,抗旱性,37
"MS1-HS交替轮回选择对改良群体产量性状的一般配合力十分有效,在产量性状的一般配合力得到改良的同时,穗部性状及株高、穗位、抽丝期、散粉期等田间农艺性状的一般配合力均获得同步的改良。",方法,抽丝期,62,一般配合力,22
"﻿晋单27号具有中矮,大穗大粒,株叶结构紧凑,适度密植高产等特征。",表现,晋单27号,1,中矮,8
"通过田间观察、室内镜检,证明恢复型不育细胞质杂交种JnA黄c×R178、JnA178×R黄c的恢复度达到100%,同时对其产量和其他7个农艺性状进行了分析,结果表明:JnA黄c×R178、JnA178×R黄c与正常细胞质杂交种农大108差异不显著。",表现,JnA178,36,产量,61
"该突变体表现为:雄穗花药数目减少且不外露,每个花药只有2个药室,部分花药退化为膜状并在其末端形成丝状物;1%I2-KI染色发现花药中含有能正常着色的花粉粒,与野生型花粉镜检不同之处在于总花粉粒数目的减少;突变体雌穗花丝增多,成熟果穗的籽粒两侧各有1个败育的籽粒。",影响,I2-KI染色,54,花药中含有能正常着色的花粉粒,63
"提出甜玉米产业的发展要点及相应对策:⑴引进耐寒、耐热、多抗、优质的甜玉米种质资源及基础材料的创建工作,综合应用分子生物学、生物信息学等手段,深入研究甜度、果皮厚度等品质密切相关性状的遗传与生理生化调控机理,探讨品质相关代谢物在代谢网络之间的关系。",表现,甜玉米,2,耐寒,21
"以10个变异系为被测系,4个甜玉米骨干系HZ3、265OR1、N16及C5-1为测验种,采用不完全双列杂交设计,对变异系产量及相关性状、株高及穗位高等进行配合力分析和自身表现评价,结果发现:717、725、726及7304个变异系具有较好的产量及相关性状配合力,且自身表现出生长势强、食用品质优、抗逆性强等优点,具有较大的育种潜力。",表现,717、725、726及730,95,食用品质优,142
"方法:以转基因甘薯和非转基因甘薯无菌苗及田间栽培苗为试材,对两者叶片、叶柄、茎、根不同器官醇溶性和水溶性蛋白质含量,以及田间栽培中植株农艺性状的变化作了比较研究。",表现,根,40,醇溶性,45
"高氮下,根系性状除轴根长以外均以非加性遗传为主;氮胁迫下,除轴根数以外的根系性状以加性遗传为主。",影响,高氮,0,根系性状,4
"﻿对24个热带玉米引种材料的株高、穗位高、穗长、穗粗、穗行数、行粒数、百粒重、穗上位叶面积、穗位叶叶面积、穗下位叶面积、抽雄期、粗蛋白和粗脂肪等20个性状进行了测定,对得到的各性状值进行主成分分析。",方法,穗长,21,主成分分析,93
"研究采用玉米开花期干旱胁迫法,以经济产量为主要性状,结合株高、穗位高、雄穗长、雌穗长、秃尖长、穗行数、行粒数、穗粒数、千粒重、ASI等形态生育性状,用抗旱性指数(DRI)作为玉米种质资源耐旱性鉴定与评价的主要指标,对24份玉米自交系的耐旱性做了鉴定与评价。",方法,雌穗长,39,干旱胁迫法,9
"﻿本文运用灰色系统理论关联度分析法综合评价了20个玉米杂交种,该方法避免了以往品种试验中单独以产量为标准进行品种评估的局限性,而对株高、穗位高、叶面积、抽雄期、穗长、穗粗、穗行数、行粒数、百粒重、出籽率等重要农艺性状和产量等共11个性状共同进行量化处理,以得到较完整系统的试验信息,对试验品种做出更加科学的评价。",方法,百粒重,94,品种试验,39
"﻿采用灰色关联度多维综合评估法,以正大619为对照,对泰国引进的12份玉米群体的产量、容重、千粒重、出籽率、株高、穗位高、穗长、穗粗、穗行数、行粒数、秃尖长、病害等级和生育期等13个农艺性状进行综合评估,结果表明12份泰国玉米群体加权关联度大小顺序为NST05101F2>NST05201F2>SWS00352-2###>NP99201(RRS)C1F2>NST05103F2>NST05202F2>SW3(S)C4>NS1>NP99202(RRS)C1F2>SWS003Y-5###>NST05102F2>NST05203F2;加权关联序与产量位序说明玉米群体NST05101F2和NST05201F2较其他群体好。",表现,泰国引进的12份玉米群体,27,容重,43
﻿开花期是影响玉米产量的重要因子之一。,表现,开花期,1,玉米产量,7
"﻿本文利用西南核心材料及其以它们组建基础材料诱导选育出的DH系,通过不完全双列杂交试验,研究玉米6个产量性状的一般配合力(GCA)、特殊配合力(SCA)、遗传参数和GCA间的相互关系。",方法,不完全双列杂交试验,34,遗传参数,77
"在长日照条件下,控制叶片数与株(苗)高的非条件与条件QTL主要集中在第1、9和10染色体上,特别是在第10染色体的标记umc1873附近均检测到了影响这两个性状的QTL,且在不同的发育时期单个条件和非条件QTL所解释的表型变异分别为4.34%~25.74%和10.02%~22.57%,表明这一区域可能包含光周期敏感性关键基因。",影响,长日照条件,1,株(苗)高,14
"﻿甜玉米自交系""日超""经育种卫星搭载,返回地面后进行3造的种植观察,发现1个突变株,其株高明显增加、穗位变高、果穗变大变粗、花粉量变大,而株叶形态、果穗形状、籽粒色泽、食用品质等其他性状保持稳定,对该变异株连续5代自交和穗选,获10个变异系。",表现,突变株,38,籽粒色泽,79
"本研究利用欧洲早熟种质硬粒种质UH004F和欧洲早熟Iodent种质UH004M改良黄旅群种质的机收特性,通过系谱法和回交转育法获得宜机械粒收黄旅群后代系,称之为""黄欧系""。通过对其农艺性状的观察研究,发现:(1)抽雄日数、吐丝日数和生育期缩短,表现出良好的早熟性;开花散粉至吐丝日数(ASI)增大;株高有增加趋势;穗位高有降低趋势;雄穗主支长有增加趋势;雄穗分支数在6~9个之间,与原有黄旅系相比互有增减;茎粗变细;穗位上节间长有增加趋势;田间倒伏(折)率大幅度降低,抗倒伏(折)能力进一步提高;穗长有增加趋势;穗行数略有减少的趋势;穗粗和轴粗均有下降趋势,其中轴粗下降趋势更加明显;籽粒长度有增加的趋势;在百粒重方面,除昌7-2后代系外,黄旅系后代系均有所降低;穗粒重有降低趋势;出籽率有增加趋势;籽粒含水量明显降低;(2)导入25%和50%比例的UH004F和UH004M的黄欧系在大多数性状上都有一定的变化趋势,主要表现在抽雄吐丝和生育期提早、ASI值增大、株高增高、穗位降低、雄穗主支长变长、雄穗分支数增加、茎粗变细、穗位上节间长拉长、抗倒伏(折)能力提高、穗长增加、穗行数减少、穗粗和轴粗降低、百粒重和穗粒",表现,黄欧系,82,抗倒伏(折)能力进一步提高,236
"通径分析表明,各性状对单株产量的直接作用从大到小依次为穗长、穗行数、子粒深度、行粒数、株高、穗位高和出籽率,其中穗长和穗行数对单株产量的直接效应达显著或极显著水平。",方法,子粒深度,34,通径分析,0
"自交系产量高,夏播区制种产量达到6t/hm2。",表现,自交系,0,产量高,3
"对再生植株进行PCR检测,结果表明,外源基因已经整合到转基因烟草和矮牵牛的基因组中。",方法,PCR检测,7,基因组,37
﻿阐述了利用78599系×黄改系的杂优模式选育的高产、高抗玉米新品种长城29的产量表现、栽培要点、生物学特性等生物性状及两亲本的来源和特征。,表现,玉米新品种,29,高抗,27
"方差分析结果显示,在低氮和高氮条件下,散粉-吐丝间隔期、平均产量及株高均存在极显著的差异。",影响,高氮,13,散粉-吐丝间隔期,19
"﻿山西省农业科学院旱地农业研究中心以创制抗旱、耐密、广适玉米种质为核心,采用传统育种技术结合现代育种技术,创制并鉴选获得优良自交系H251和D121,分别以其为父母本选育出抗性好、综合性状优良、脱水快、高产的玉米新品种丰乐742。",表现,玉米,28,抗旱,20
"湘康玉2号综合性状优良,品质优,全籽粒含蛋白质10.15%;产量高,2007~2008年参加湖南省杂交玉米区试,平均产量7851.0kg/hm2,比CK临奥1号增产9.60%;抗病,抗性鉴定高抗大叶斑病、抗小叶斑病、高抗茎腐病、中抗纹枯病;株型半紧凑,抗倒伏、抗倒折。",表现,湘康玉2号,0,抗倒折,130
"验证结果表明,该方法可以特异性检测到转化事件,具有很好的重复性和再现性。",表现,该方法,7,重复性,28
结果表明:玉米叶片叶绿素含量在不同发育时期均受到环境变化的影响。,影响,环境,24,玉米叶片叶绿素含量,5
"﻿20世纪90年代,针对四川省及西南区对玉米品种的特殊要求,以从美国引进的优良杂交种为基础材料,采用现代遗传育种方法与分析测试技术相结合,不断进行改进和创新,提高自交系和杂交种的选育效率,育成集高配合力、高产、优质、多抗、耐密等优良性状于一体的自交系698-3。",表现,自交系698-3,122,多抗,108
"﻿吉东66是辽源市农业科学院以自选系D5822为母本,以自选系D96为父本杂交选育而成的中早熟玉米新品种。具有高产、稳产、抗逆性强、农艺综合性状优良的特性,于2017年通过吉林省审定。",表现,吉东66,1,稳产,59
"种质Zj06丰产性表现虽然不是最好的,但其小区产量、出籽率、百粒重、容重等综合性状均表现优异,而且在抗大斑病上表现很好;种质Zj01的产量表现最好,说明它的丰产性最好,而且在抗大斑病上具有显著的遗传效应,其百粒重、容重均表现优异,在当下品质优先的育种环境下,可对改良品种起到良好的作用。",表现,Zj06,2,小区产量,21
"﻿转基因耐除草剂玉米C0010.2.2是北京大北农生物技术有限公司利用农杆菌介导法,将epsps基因和pat基因转到受体玉米DBN567获得的耐除草剂玉米转化体,具有耐除草剂草甘膦和草铵膦性状。",表现,耐除草剂玉米转化体,71,草铵膦性状,91
"结果胚性愈伤组织诱导率受2对加性-显性-上位性主基因+加性-显性-上位性多基因控制;非胚性愈伤组织出愈率受两对加性-显性-上位性主基因控制;再分化数受1对主基因+加性-显性多基因控制;克隆力受2对主基因+多基因控制,但2种方法对克隆力的上位性效应鉴定结果不同。",可视化,克隆力,92,上位性效应,118
"﻿以7份具有不同雄穗性状的玉米自交系为材料,采用Griffing方法4的双列杂交,估算了玉米雄穗主轴长度、分枝数、平均分枝长度、小穗着生密度和每穗小穗数5个性状的一般配合力、特殊配合力和相应的遗传参数,并进行了性状间一般配合力相关分析。",方法,每穗小穗数,71,遗传参数,96
"玉米花后干物质积累量的增加,有利于增加粒重,进而提高籽粒产量。",表现,玉米花后干,0,物质积累量的增加,5
"结果表明,Zm C2H2-1属于C2H2锌指蛋白转录因子家族,编码蛋白主要位于细胞核中,酵母自激活实验表明Zm C2H2-1不具有自激活活性;干旱、盐和ABA等逆境可抑制Zm C2H2-1基因在玉米中的表达;过表达Zm C2H2-1基因的拟南芥叶片失水速率更快,在PEG、高盐和ABA处理条件下,与对照相比转Zm C2H2-1基因拟南芥耐逆性降低,以上结果说明Zm C2H2-1基因是作为玉米抗逆的负调控因子参与了逆境胁迫应答。",影响,ABA等逆境,76,Zm C2H2-1基因,85
"通过AMMI模型分析发现,鲜穗产量丰产性和稳产性均较好的品种为金跃糯58(g06)和景坡82(g07),苏玉糯2号(g15)是丰产性较差但稳产性最好的品种(对照);出籽率高且稳定性好的品种为斯达糯44(g18)和郑白甜糯3号(g05),对照是出籽率居中但稳定性差的品种;鲜百粒重较重且稳定性好的品种为万糯2018(g04)和金跃糯58(g06),而对照是鲜百粒重居中但稳定性好的品种;穗长较长且稳定性较好的品种为景坡82(g07)和花糯680(g11),对照是穗长较短但稳定性好的品种;鲜穗产量、出籽率和穗长的基因型、环境及基因型×环境互作效应均达极显著影响(P<0.01,下同),鲜百粒重的基因型和环境达极显著影响,基因型×环境互作效应达显著影响(P<0.05);4个农艺性状的3个主成分累计解释基因型和基因型×环境互作效应(G+GE)均达60.00%以上,说明AMMI模型可较好地解释基因型与环境的相互作用。",表现,景坡82,42,鲜穗产量丰产性,13
"结果表明,四川省常用玉米自交系中有许多优异资源,但以棒三叶呈较宽叶片、较大面积、较紧凑型和较大叶面积、低叶绿素含量中间型为主,未出现较长叶片、较大叶面积、较紧凑型和较大叶面积、高叶绿素含量、较紧凑型。",表现,棒三叶,26,较紧凑型,40
"用前两个主成分对29份种质资源进行聚类的结果与地理来源有一定的关系;在早熟矮秆高产类中,云南糯玉米种质资源较多;在中熟中秆高产类中,贵州材料较多。",表现,云南糯玉米种质,44,早熟,35
"﻿为了研究与产量和商品品质有关的子粒性状的遗传机制,利用子粒性状差异明显的6个自交系在加性-显性模型下对子粒长度、子粒容重、HKWI3个子粒性状进行了遗传分析。",方法,子粒性状,16,遗传机制,21
"实际育种操作中,DH系田间选择应侧重果穗要长、适宜穗行数(≥14)、高粒穗比,从而实现最大穗粒重目标;杂交种田间鉴定应侧重高粒穗比、百粒重要大、果穗要长,从而确保最大穗粒重。",影响,DH系田间,8,侧重果穗要长,16
"在低密度下,千粒重>病株率>行粒数>穗行数>穗位高>空秆率;在中密度下,千粒重>株高>行粒数>空秆率>倒伏率>穗行数>出籽率;在高密度下,千粒重>空秆率>穗位高>行粒数>倒伏率>穗行数>出籽率。",影响,高密度,64,千粒重,6
"以单粒玉米自交系种子发芽5￣15d的幼苗为试材,提取葡萄糖苷酶进行电泳检测,对所发现的新的异型材料,提取正在表达高峰时期的RNA,并对其进行逆转录、克隆和测序。",方法,逆转录,70,正在表达高峰时期的RNA,52
确定先玉335、先玉688、郑单958、蠡玉86和伟科966为高产耐低氮基因型;蠡玉68、华农887、华农138、京英NK971、极峰2号、极峰30为低产低氮敏感基因型。,表现,极峰2号,65,低产低氮敏感基因型,75
"结果表明,尽管有些亲本本身对缺水环境不具备很好的耐性,但在绝大多数回交后代中均出现耐旱的超亲分离,表明这些供体均带有对这些性状的有利基因。",表现,供体,53,性状,61
"对照黄早四发病率46%,入选的25个抗病黄早四近等基因系发病率均小于10%,入选率为92.6%;多数抗病黄早四近等基因系与对照黄早四之间的配合力差异不显著,而M135、M140等几个自交系所配制的杂交种产量突出,超过对照郑单958,表现出较高的配合力。",表现,郑单958,110,配合力,69
"结果表明,干旱导致玉米自交系的散粉至吐丝期间隔增加,光合叶面积减少,株高和穗位高降低,茎秆变细,穗短小,秃尖多,穗粒数少,粒重轻,最终导致产量下降。",表现,玉米自交系,9,散粉至吐丝期间隔增加,15
"﻿粒长、粒宽、粒厚、百粒质量是影响玉米籽粒产量的重要性状,本研究主要统计分析了100份甜玉米种质资源的粒长、粒宽、粒厚和百粒质量等4个种子性状,并利用37297个单核苷酸多态性(SNP)标记位点关联分析了控制甜玉米种子性状的重要位点。",影响,百粒质量,10,玉米籽粒产量,17
"﻿以优良杂交种豫玉22两亲本Z3和87-1为基础构建一套F8家系的重组自交系群体为研究材料,在正常供氮和低氮两种氮水平下进行田间试验,利用复合区间作图法对玉米穗长、穗行数、行粒数、百粒重和单穗粒数进行QTL定位分析。",影响,低氮,52,单穗粒数,94
"由此表明,o2基因的导入对糯玉米子粒表型、产量、淀粉含量等主要起负调控作用,影响程度与导入背景密切相关。",调控,o2,5,产量,21
"测交试验表明,亲本闽4779、青2配合力高,性状互补性强,配成的闽青青贮1号高产、优质、适应性广、稳产性好,生物产量平均57532.5kg.hm-2,于2011年3月通过福建省农作物品种审定委员会审定。",表现,青2,15,性状互补性强,22
"综合分析表明,6054、6070、48-2、6057和RP128属主要农艺、经济性状综合表现较优的自交系。",表现,6054,7,主要农艺、经济性状综合表现较优,33
"﻿GA2ox类基因是玉米赤霉素合成途径中的一类负调控基因,其表达产物(GA2-oxidases)可通过降解赤霉素及其前体物质,调控植物中赤霉素的含量,进而影响植株的诸多表型。",调控,GA2ox,1,玉米赤霉素合成,10
"组合SW13、SW15、SW07、SW03和SW20生育期、苗期长势、植株性状、抗倒性、抗病性、丰产性、外观品质和品尝品质等综合评价优于其他组合,可进一步参加广西区域试验。",表现,组合SW13、SW15、SW07、SW03和SW20,0,生育期,26
"D0的结实率、D1、D2的变异率和入选率,三者关系密切。",表现,D0,0,变异率,13
﻿热带、亚热带种质经过系统改良有适合商业育种使用的较丰富的种质资源。,方法,系统改良,11,适合商业育种使用的较丰富的种质资源,16
"﻿该文概述几种分子标记的特点,论述了DNA分子标记在玉米品质性状基因、产量性状基因、生育期和主要植株性状基因、抗性基因、育性基因等基因定位方面的研究进展,并提出了今后的应用前景与发展方向。",方法,DNA分子标记,18,品质性状基因,28
"﻿采用霍格兰缺氮营养液配方进行玉米苗期培养,对26个玉米不同基因型材料的苗期株高、总干重、吸氮量和氮素转化率等主要性状指标进行分析,结果表明,变异系数变化为:单株总干重>症状叶数>氮素转化率;总干重与缺氮症状叶数成高度负相关(R=-0.959**),与氮素转化率成正相关(R=0.354**);并建立了玉米耐低氮指标体系,并从供试材料中筛选出耐低氮种质材料3个,对氮素敏感的种质材料11个,介于两者间的中间型种质材料12个。",影响,霍格兰缺氮营养液配方,3,苗期,17
根据育种目标筛选出磷吸收效率和磷利用效率都较大的玉米基因型178、7146、488、5003、黄C和7331。,表现,178,29,磷吸收效率,9
﻿利用DH1M×T877衍生的180个玉米RIL家系在正常水分和干旱条件下对苗期主胚根长、种子根长、种子根数、节根夹角、节根直径、节根根长和节根数7个根系性状进行QTL分析。,影响,正常水分,27,种子根数,50
"结果表明,株高等7个性状与籽粒产量呈极显著正相关,生育期为显著正相关,穗位高和穗粗为正相关,但差异不显著,穗行数为显著负相关。",影响,穗位高,35,穗行数,53
﻿杂种优势利用是实现玉米高产育种的重要途径。,影响,杂种优势,1,玉米高产育种,10
"﻿介绍了宁单13号玉米的典型性状及选育过程中的产量表现,并总结出其栽培技术要点。",表现,宁单13号玉米,4,典型性状,12
"smk7突变籽粒在授粉后12d即可观察到明显的小籽粒和空瘪表型,石蜡切片显微观察显示突变籽粒的胚和胚乳发育迟缓,胚乳基部转移层细胞(BETL)相对于野生型细胞壁向内生长减少,发育受阻。",表现,smk7突变籽粒,0,突变籽粒的胚和胚乳发育迟缓,42
丹340的穗行数、单穗粒重和穗粗3个性状的GCA相对效应值表现十分突出。,表现,丹340,0,穗行数,5
"性状间一般配合力效应相关分析发现,分枝数、小穗着生密度与每穗小穗数间分别呈极显著和显著正相关(r=09347,r=08345)。",方法,小穗着生密度,21,性状间一般配合力效应相关分析,0
"以其做母本已选配出玉米单交种四单105、吉单198和吉单196,在吉林、黑龙江两省玉米生产上应用面积较大,表现出熟期适中、高产、稳产、高抗、米质较好等优点,四单105是上世纪90年代中后期生产上主推品种之一,吉单198、吉单196在近期内市场前景极为广阔。",表现,四单105,14,稳产,64
