sentence,relation,head,head_offset,tail,tail_offset
"﻿采用典型的籼粳交(ZYQ8/JX17)的花药培养DH群体为材料,在15℃的条件下对水稻发芽力进行研究.发现该DH群体的籼、粳双亲在低温条件下的发芽力存在明显差异,6~11d,ZYQ8的发芽率比JX17高;12~16d,JX17的发芽率比ZYQ8高.用该群体构建的分子连锁图谱进行了发芽力逐日数量性状座位(QTL)分析,共检测到2个QTL,其中位于第9染色体C397B和RZ617B之间的qLTG-9在8~11d检测到其加性效应均为正值,即来自JX17的等位基因有利于提高发芽力;位于第4染色体RG908和CT563之间的qLTG-4在12~16d检测到其加性效应均为负值,即ZYQ8的等位基因提高发芽力.2个QTL表现时间不同,显示了低温条件下发芽力遗传机制的复杂性.",方法,发芽力,44,逐日数量性状座位(QTL)分析,144
"控制雌性器官和雌配子体发育的基因发生突变,或者籼粳杂交后代,常常出现雌性不育现象。",调控,基因,14,雌性不育,34
"﻿本研究以抽穗期主基因近等基因系EG0EG7(检测E位点),ERLR(检测Se-1位点),T65,T65m,T65Eb,T65Ebm为测验系,在江西南昌(28°68′N)自然长日照(1416h/d)和人工遮光短日照诱导(10h/d)处理条件下,对保持系博B,以及“TLs×博B”F1、F2代的抽穗期进行了调",影响,江西南昌(28°68′N),72,T65Eb,54
"该突变体的叶色表型、叶色转变特性以及诱发突变的机制均未见报道,确认是一种全新的水稻叶色突变体,即损伤诱导型叶色突变体(Injury-induced leaf-color-mutant,iil)。",表现,突变体,1,叶色转变特性,10
"K17A、广抗13A和II-32A三个不育系表现降低籼粳杂种株高超亲和提高抗倒性的遗传效应;明恢509、明恢512、明恢502和明恢398四个恢复系在降低倒伏指数方面较其他恢复系具有明显优势,且株高一般配合力为负效应,在提高茎秆抗倒性为目标的育种实践中有重要利用价值。",表现,恢复系,71,降低倒伏指数方面,75
"这2个QTL的增效等位基因有望作为分子标记辅助育种的操作对象,用于水稻品种低温发芽性的遗传改",调控,QTL,3,发芽性,39
"分析结果表明,sd-1位点在K充分供应与低K胁迫条件下均对株高有重要影响;但在低K胁迫下检测到4个影响株高的QTLs和3个影响分蘖数的QTLs",影响,QTLs,54,株高,29
"胶稠度(gel consistency,GC)在3个环境中共检测到4个QTL,其中第2和第7染色体上的q GC-2和q GC-7在3个环境中都检测到,在海南还检测到第5染色体上的q GC-5,在杭州还检测到wx基因控制G",影响,海南,76,第5染色体,82
"在株高、剑叶长、穗长、千粒重、每穗总粒数等性状上,以加性效应占主导地位;而在单株产量、生育期、结实率和单株有效穗等性状上,则以非加性效应为主",方法,千粒重,11,加性效应,26
"结合水稻超高产品种选育理论与实践,提出了“二高一早”超高产育种的设想,并就相关种质进行探讨,分析了“中秆高抗倒伏”及“群体高效光能利用”新种质对超高产育种的重要",表现,超高产育种,26,群体高效光能利用,59
倒2叶基角、株高和单穗重对米质性状影响较大;直链淀粉含量、糙米率和透明度受株型性状影响较大。,影响,倒2叶基角,0,米质性状,13
"水稻中支链淀粉的链长分布、直链淀粉含量和稻米RVA谱特性值与稻米抗性淀粉含量关系密切,在育种实践中可作为育种选择指标之一。",表现,水稻,0,支链淀粉的链长分布,3
"实验还选取4份代表性不育系(保持系)作了较为全面的特性鉴定,结果表明,该4份不育系(保持系)的1F/1R均为Ⅰ型标记,香味明显,且株型良好、粒型细长、高透明度、低垩白、中等糊化温度、中等AC含量,是较为理想的优质香型不育系(保持系)。",表现,不育系(保持系),10,低垩白,80
"﻿采用籼、粳亚种间杂种F1(圭630×02428)花药培养获得的DH群体,对水稻穗颈大、小维管束数和倒数第2节间大、小维管束数等4个维管束性状,以及一、二次枝梗数,每穗颖花数3个穗部性状进行QTL分析,共检测到16个QTLs,其中有7个QTLs的加性效应较大,单个QTL的贡献率在20%以上",表现,DH群体,32,维管束性状,66
"﻿为研究空间环境处理对水稻生长发育的影响,筛选有益的突变体,在神舟三号飞船上搭载10个不同熟期水稻品种的干种子.种子返地后栽培,考察发芽率、分蘖数和抽穗期等性状,并进行显著性分析.结果表明空间环境对不同基因型品种的分蘖有刺激和抑制两种效应,不同熟期的品种抽穗期变化的方向与基因型有关.空间处理M1代亦出现5株株高变高的个体,其生物学性状与对照有明显差异",调控,基因型,101,分蘖,70
"CB1×CB4和CB7×CB4各世代群体作中稻种植的主基因遗传率比作晚稻种植稍低,总基因型遗传率同样相对较低,说明供试材料作为中稻种植,可能受环境因素的影响比作为晚稻种植更明显。",表现,中稻种植,21,主基因遗传率,26
"本研究以新的窄叶突变体MR11为研究材料,发现该突变体在整个生育期表现为窄叶、叶长变短和植株矮化。",表现,突变体,8,窄叶,6
"本文着重介绍汕优63的主要农艺学和生物学性状,穗粒重三者协调,光补偿点低,光饱和点高,光能利用率高,对土壤中的N肥、K肥的吸收利用率高,而且耐盐碱,花期耐高温",影响,N肥,55,耐盐碱,70
"应用包括3套遗传体系基因效应的数量性状发育遗传模型,分析了水稻籽粒发育过程中4个不同时期可溶性糖含量的遗传及其与稻米品质的关系",方法,遗传体系基因效应,6,数量性状,15
水稻OsVP1的RNA干涉能够提高种子的萌发速率以及诱发稻穗的穗发芽。,表现,水稻OsVP1,0,RNA干涉,8
﻿以昆明小白谷和大理早籼杂交培育的孕穗期耐冷性重组近交系(RIL)为材料进行籼粳稻区水稻耐冷性研究,表现,重组近交系(RIL),23,孕穗期,17
"利用方差、通径、判别函数分析等统计方法,确定了华南双季超级稻分蘖盛期的理想形态性状量化指标,即,植株高度:早季55~60cm、晚季60~76cm;每蔸茎蘖数:早季15条左右、晚季14~19条;顶下1叶长:早季40~44cm、晚季42~60cm;顶下1叶宽:早季1.2~1.4cm、晚季1.2~1.3cm;顶下2叶长:早季39~44cm、晚季37~43cm;顶下2叶宽:早季1.1~1.4cm、晚季1.1cm左右;顶叶开张角:早季22~58°、晚季4~12°",影响,晚季,63,顶下2叶宽,178
"﻿利用EMS诱变育成优良籼型恢复系缙恢10号,从其后代中鉴定出一个白色条斑花叶突变体st(t),在三叶期开始表现白斑,拔节期白斑变为不规则线状,一直保持到成熟。",表现,一个白色条斑花叶突变体st(t,31,不规则线状,66
"结果表明,这些突变体可分为3种类型:白化转绿类型(W2、W3、W4和W10),白化转黄绿类型(W9)和白化转绿后期转白复绿类型(W1和W7)。",表现,突变体,7,白化转黄绿类型,39
"﻿将勐旺谷、云南药用野生稻和燕麦等外源供体材料的DNA,通过花粉管通道法和孕穗期茎注射法导入水稻栽培品种西南175,获得了一批性状变异并稳定遗传的材料变异类型包括:生育期、株型、穗型、稻瘟病抗性、谷粒蛋白质和氨基酸含量、酯酶和过氧化物酶同工酶等",表现,勐旺谷,2,生育期,83
"与其他半矮化突变体相比,d11和d24的包穗程度较轻,分别为-2.7和-2.6cm,农艺性状变化较小,有效穗与原始材料相比无变化;缙恢10号对GA3敏感,d9和d18对GA3钝感,d9是全节间缩短型突变体,d18则为顶节缩短型突变体,其平均穗颈长仅为0.31cm,整个穗子被完全包裹在剑叶叶鞘中,包穗度为-24.4cm。",表现,穗颈长,120,cm,39
"﻿利用我国返回式卫星搭载水稻品种""特籼占13""种子,回收后经多代的种植选择,选育出性状稳定的13个突变品系进行主要经济性状考察,结果表明:空间诱变突变品系的多个性状都发生了不同程度的变异,其中谷粒长宽比、穗长、穗粒数、小区产量等性状,品系间变异达到显著和极显著水平.讨论了水稻空间诱变性状变异改良的有效性,并从参试空间诱变突变品系中选育出多个性状同时产生突变得到改良的优质高产新品系.",影响,空间诱,69,穗长,102
"其中,衍生一代的播抽天数和千粒重性状以加性效应为主,其余7个性状以显性效应为主;衍生二代的单株谷重、结实率和千粒重性状以显性效应为主,其余6个性状则以加性效应为主;衍生四代的单株谷重、结实率、株高和穗长性状以显性效应为主,其余5个性状以加性效应为主。",表现,衍生二代,40,结实率,50
"在同样条件下,4份相应的二倍体水稻(即IR36(2)、IR28(2)、紫血稻(2)、明恢63(2))的成苗率分别是33.0%、31.5%、29.0%和24.5%,致死率也比较高",表现,IR36(2),19,致死率,81
"株高在所有2个季别B1、B2、F2中均符合1对加性主基因+加-显性多基因遗传模式,主基因遗传率为38.63%~78.53%,多基因遗传率为1.72%~36.04%,总基因型遗传率为45.52%~92.93%;2个遗传群体2季别下株高主基因加性效应值d分别为-4.56、-9.16、-7.19和-9.38,表明主基因加性效应会降低株高性状的表达。",表现,B2,12,1对加性主基因+加-显性多基因遗传模式,21
"其中,以基因型效应为主的性状为零;以环境效应为主的有产量、株高、有效穗、生育期、穗长和穗总粒数;以基因型与环境间互作效应为主的有结实率、穗实粒数和千粒重。",影响,基因型与环境间互作效应,49,千粒重,73
"结果表明,5项食味品质指标在不同基因型、地点和年份间的差异以及G×E互作方差都达到极显著水平(P<0.01);不同栽培方式也能显著地影响稻米食味品质,且对各项食味指标的作用方向完全一致,即绿色食品栽培>有机栽培>常规栽培>高产栽培;粳稻品种的食味品质及其稳定性整体上要优于籼稻品种,其中食味品质好且稳定性高的籼、粳品种有W002、早丰九号、武育粳3号、广陵香粳、盐粳5号、3004、丰优香占、R405和南京16号综合考虑品种的产量水平和外观品质,W002、丰优香占、南京16号等可作为育种亲本,以改良水稻品种的食味和外观品质及其稳定性",表现,南京16号,201,食味品质,7
"以枯萎死苗作为指标共定位了5个QTLs,分别位于染色体3,4,7,8,11上,各QTL控制的表型变异范围为7.65%~49.34%;其中位于染色体11上的RM224位点引起的表型变异达49.34%,是一个主效QT",调控,染色体11,70,49.34%,59
"﻿以不携有抗白叶枯病主效基因的中感籼粳双亲(窄叶青8号和京系17)及其花培DH群体为材料,接种白叶枯病菌浙9612后,考察了该DH群体的白叶枯病抗性,并进行了数量性状座位(QTL)分析",调控,主效基因,10,抗白叶枯病,5
e杂交稻谷粒长、谷粒宽、千粒重和理论产量比原杂交稻有所增加,表现,e杂交稻,0,谷粒宽,8
"矮秆基因参与水稻一系列的生理、生化过程,水稻矮生性基因的克隆和功能研究,对了解水稻矮秆性状与产量的关系十分重要。",影响,水稻矮秆性状,39,产量,46
柱头外露率高的基因型通常表现为长柱头、长粒型和长花柱花药长、花药宽与上述花器性状间的相关性较弱,调控,基因型,7,长花柱,23
"﻿在旱作条件下,对转甜菜碱醛脱氢酶(BADH)基因水稻的4个品系(51-15、51-22、52-7、52-3)和受体亲本中花8号、当地推广陆稻品种白珍珠(ck1)和旱作水稻品种开系7(ck2)进行品比试验,从21个农艺性状方面对转BADH基因水稻品系进行了综合分析与评价",表现,转BADH基因水稻品系,114,农艺性状,107
"﻿采用籼稻恢复系与带粳稻亲缘的籼稻恢复系杂交低世代测鉴法选育而成的广谱性恢复系盐恢559,具有恢复力强、恢复谱广、品质优良、抗逆性好、花粉量大、制种产量高等特点。",表现,广谱性恢复系盐恢559,33,恢复力强,47
"反映籽粒形状的指标主要有粒长、粒宽、粒厚及长宽比,而尤以粒长最能反映籽粒形状,籽粒大小则多以千粒重计量。",影响,粒厚,18,籽粒形状,2
"﻿通过对1985—1995年云南省农科院中日合作课题新育成的42个粳稻品种(系)农艺性状及适应性的分析表明,云南粳稻育成品种的发展中部地区与中北部地区基本一致,都表现为1000粒重增加、结实率提高、有效穗略有增加,最终使产量得以大大提高.合系品种(系)除高产外,还具有抗病、抗寒和优质等优点.今后云南的粳稻育种应向增加每穗实粒数、提高1000粒重并适当增加有效穗以提高产量、增强抗病、抗寒性.提高米质的方向发展.",影响,粳稻育成品种,56,有效穗,99
"﻿以""Lemont""和""Dular""杂交建立的包含123个家系的水稻重组自交系(RILs)群体为材料,选用水稻根系硅吸收能力和叶片硅利用率为指标,进行水稻硅营养遗传性状QTL定位,并分析其与UV-B辐射增强的互作效应。",影响,UV-B辐射,95,水稻根系硅吸收能力,53
"QSst12表现为负向超显性,QSst4b和QS-ds10表现为正向超显性,QSst10b和QSst2d分别表现为负向和正向部分显性。",表现,QSst12,0,负向超显性,9
"因此,在稻米品质选择与鉴定时需对整精米率、垩白度和垩白粒率在多个特定环境中进行,才能提高育种效率;对由主基因和多基因遗传率为主的性状需分别采用不同选择方法和育种策略。",影响,特定环境,32,垩白粒率,25
"在第2、第3、第4、第5和第6染色体上鉴定出影响穗粒数、粒重、粒型及碾磨品质的重要QTL,这些QTL在以往不同遗传背景和环境下被多次检测到。",调控,QTL,41,粒型,31
"﻿利用Kinmaze(粳稻)/DV85(籼稻)杂交组合衍生的重组自交F11家系(Recombinant Inbred Lines,RILs)进行了种子休眠性QTL的检测和遗传效应分析",调控,QTL,78,种子休眠性,73
"结果表明1在株高、粒长、粒宽、长宽比、每穗总粒数、着粒密度、结实率等性状上基因加性效应占主导地位;在单株有效穗、主茎剑叶长,穗长、每穗实粒数、千粒重、单株产量、相对日产量等性状上则以基因的非加性效应为主",调控,基因,37,主茎剑叶长,56
"﻿以稳定遗传的含Cry1Ab基因的抗虫水稻品种镇稻88和含Xa21基因的抗白叶枯病水稻品种圣稻301为亲本进行杂交,利用选择标记基因(bar基因和gus基因)和Southern杂交分析研究了转基因在杂交后代中的遗传分离规律和遗传稳定",方法,选择标记基因,60,Cry1Ab基因,8
"﻿从圭630/台湾粳的F1花药培养后代群体中发现了水稻幼穗分化受阻突变体lhd(leafy head),其植株明显矮化,叶片细小且丛生,始终停留在营养生长阶段.遗传分析表明,lhd受一对隐性基因控制,该突变基因拟命名为lhd(t).显然,LHD(t)是控制花序分化的关键基因.以lhd杂合体与明恢77和京花8号杂交,建立了2个F2群体.在与京花8号杂交的F2群体中,部分lhd植株表现出“中间类型”,说明遗传背景会影响突变性状的表现.利用已公布的水稻RM系列SSR标记及自行设计的SSR标记,结合BSA和突变株(共498株)分析,将LHD(t)基因定位在第10染色体长臂端,其中标记SSR1,RM269,RM258,RM304和RM171位于一侧,与LHD(t)的图距分别为6.4,16.6,18.4,22.2和26.3cM;SSR4和SSR5位于另一侧,与LHD(t)的图距分别为0.6和2.2cM.该结果为进一步对LHD(t)的克隆和表达研究奠定了基础.",表现,lhd植株,185,突变性状,209
"﻿水稻许多重要的性状是由多基因控制的数量性状,经典的数量遗传学只能把数量性状作为一个整体进行研究.近年来,高密度分子标记连锁图的构建和有效的生物统计学方法的发展使人们对数量性状遗传基础的研究出现了革命性的变化.通过对不同群体内的个体或品系的分子标记基因型和表型数据的共分离分析,能对QTL进行检测和定位.本文对QTL定位的原理和方法进行了介绍,从QTL的数目和效应、上位性效应、QTL基因型与环境的互作、相关性状的QTL以及个体发育不同阶段的QTL等方面对水稻QTL分析的研究进展进行了综述.水稻基因组测序计划已经完成,本文还对基因组时代水稻QTL精细定位和克隆的方法进行了探讨,对QTL分析在水稻育种中的应用前景进行了展望.",方法,上位性效应,183,QTL,141
"﻿选择14个优良籼型三系杂交稻亲本(7个不育系和7个恢复系),采用p×q不完全双列杂交(NCII)模式对15个主要农艺性状的配合力进行分析",方法,p×q不完全双列杂交(NCII)模式,33,农艺性状,57
"(3)遗传研究表明对低温和高温均敏感的穗颈长和结实率受主效基因控制,多数弱耐冷单株的耐热性相对较强",表现,多数弱耐冷单株,34,耐热性,42
"﻿湘8A是采用人工制保方法,将多个亲本的优良性状有效地结合在一起育成的具有高蛋白、低直链淀粉含量的香稻不育系它的育成为今后选育出高蛋白杂交水稻组合奠定了良好的基础,2001年2月已通过湖南省品种审定",表现,香稻不育系,49,高蛋白,37
"﻿采用0.35kGy60Co-γ射线辐照诱变杂交稻保持系中9B干种子约0.5kg,于M2带胚糙米群体获得糯质基因突变体嘉农wx6B,通过与中9A的杂交、回交,育成糯稻不育系嘉农wx6A。",单位,kg,38,9B干种子,29
"其中,衍生一代的播抽天数和千粒重性状以加性效应为主,其余7个性状以显性效应为主;衍生二代的单株谷重、结实率和千粒重性状以显性效应为主,其余6个性状则以加性效应为主;衍生四代的单株谷重、结实率、株高和穗长性状以显性效应为主,其余5个性状以加性效应为主。",表现,衍生四代,82,株高,96
"②株高、小区产量、精米率、垩白度、直链淀粉含量5个性状,恢复系对gca方差的贡献比不育系的大,而不育系在播始历期、糙米率、整精米率、垩白率、胶稠度等性状上对gca方差的贡献比恢复系的",表现,恢复系,28,株高、小区产量、精米率、垩白度、直链淀粉含量,1
"﻿采用典型的籼粳交、ZYQ8/JX17的DH群体为材料,在小型人工气候箱中对水稻苗期的耐冷性进行了研究.发现该DH群体的籼、粳双亲苗期耐冷性存在明显差异;整个群体苗期耐冷性动态分析表明:冷处理的第6,7d,受冷害伤害致死的株系迅速上升,而此前的低温处理和此后的常温恢复的株系死苗数表现相对较少.用该群体构建的分子连锁图谱进行了苗期耐冷性逐日数量性状座位(QTLs)的分析,在第1,2,3,4染色体上分别检测到与苗期耐冷性有关的4个QTLs,第1,2,3染色体qSCT1,qSCT2,qSCT3的加性效应均为正,即来自JX17的QTLs对耐冷性表现影响大,位于第4染色体qSCT4的加性效应为负,即来自ZYQ8的QTLs对耐冷性表现影响大,4个QTLs表现时间不同,显示了耐冷性遗传机制的复杂.进一步对DH群体中几个超亲分离的株系耐冷性QTLs基因型进行分析,发现超耐冷的带有4个或3个QTLs,这种耐冷性QTLs聚合、重组可为育种提供选择依据.",调控,JX17,15,耐冷性,43
"结果表明:穗部性状与单株产量存在极显著的正相关,并检测到影响5个相关性状的33个QTL,分布在第1、第3、第4、第6和第8条等染色体上,贡献率介于5.35%与37.59%之间,其中两年同时检测到的稳定表达QTL10个,约占30.3%;在第1染色体RM493和RM5496标记附近、第4染色体RM317标记附近、第6染色体RM217标记附近和第8染色体RM331及RM502标记位置均检测到能同时控制穗部多个性状的QTL,可能是因为基因的多效性或基因的紧密连锁所致。",影响,穗部性状,5,单株产量,10
"﻿应用前人的基因型×环境互作的加性、显性遗传模型(ADE),在盐胁迫条件下,对水稻稻米外观品质性状进行遗传效应分析,结果表明:①水稻稻米的外观品质性状普遍存在基因加性效应和显性效应,以及基因型×环境互作效应.但不同性状的加性效应和显性效应所起的作用有所不同;②不同性状的遗传率大小不同,所受环境的影响也不同.外观品质性状的遗传率都以普通狭义遗传率为主,互作狭义遗传率较小;③谷粒长、谷粒宽、糙米宽、糙米长、糙米厚和糙米率等性状在盐胁迫条件下,有比较稳定的遗传表现.",表现,水稻稻,39,基因型×环境互作效应,93
"序列分析证明MR11窄叶性状不是由已克隆的NAL1引起,该基因虽与NAL1位于同一染色体区段,是一个新的窄叶基因,暂命名为nal1(t)。",调控,nal1(t),61,MR11窄叶性状,6
"用这73对差异引物,对F2群体进行多态筛选,结果筛选到一个与耐淹涝性状连锁的标记RM219,验证了耐淹涝性状确实由主效基因Sub1控制,因此,RM219在水稻耐淹涝育种中具有利用价",方法,多态筛选,17,RM219,40
"﻿以近年来生产上的5个不育系和9个恢复系配组成45个F1,进行3地点试验;运用AMMI模型对产量、穗粒性状等的稳定性进行分析,结果表明:(1)各性状G×E互作均达到显著水平;产量及大部分性状的变异以环境效应为主,其次是基因型效应,G×E互作效应最小;千粒重的环境效应和基因型效应相当",方法,产量,46,AMMI模型,39
"高光A具有高柱头外露率、强柱头生活力、长花时、小颖花张角、低闭颖率、对赤霉素敏感和强配合力等优良异交特性,杂种优势明显。",表现,高光A,0,高柱头外露率,5
"﻿调查了太湖稻区163份粳稻地方品种和16份60~90年代的高产粳稻品种的13个主要农艺性状的变异,对其中有显著差异的10个性状进行了主成分分析;由主成分分析中提取的5个公因子进行聚类分析,将179份材料划分为5组13类;依据各类的平均值计算理论产量及其主要农艺性状间的偏相关关系",表现,太湖稻区163份粳稻地方品种,4,农艺性状,42
"1997年8月通过安徽省技术鉴定,不育株率100%,花粉败育率99.997%,自交不育度100%,不育起点温度为23℃,不育期34d以上,主茎7.9~13叶",单位,不育期,60,d,65
"﻿对华南稻区新育成的超高产杂交稻组合粤杂122、丰优428、泗优998、培杂67和超高产常规稻品种广超3号、胜泰1号等6个材料抽穗期的主要形态性状进行了差异显著性测验及对产量的通径分析,提出了华南双季稻超高产育种抽穗期理想形态指标分别为:早季株高90105cm;每蔸茎数1112条;剑叶长3540cm;剑叶宽2.12.2cm;倒2叶长、宽为4650cm和1.82.1cm;倒3叶长、宽为5964cm和1.41.9cm;剑叶开张角714;倒2叶、倒3叶开张角为18和203",方法,倒2叶长、宽为4650cm和1.82.1cm,163,对产量的通径分析,84
"结果表明:相对于平展叶而言,卷叶及凹叶叶片披垂角、单株遮光面积较小,群体各层透光性好,上部叶面积比例稍大,消光系数较小,群体光合速率",表现,平展叶,8,消光系数,53
"通过对根表面积和干物重性状QTL的定位,进一步证实发育时期与基因型表现存在互作效应,而最后反映在QTL定位的差异上",方法,根表面积,3,QTL的定位,13
"“光(温)敏核不育”则还受一对光(温)敏育性基因及相应的光(温)敏核诱导物质(RNA)共同作用,在特定光(温)条件下能表现可育,条件不具备时则表现为“不育”",影响,特定光(温)条件,49,不育,7
"根长的相对值受遗传基因的显性效应和加加上位性效应控制;叶龄、株高、干物重及锌含量的相对值主要受遗传基因的显性效应控制,同时也受到基因的加性效应的影响",调控,遗传基因,7,干物重,33
"用化学杀雄的方法,以籼稻为母本,以“02428”为父本配制了批量的F1种子,大田试种产量可达725.1公斤/亩(早献党/02428),这表明利用“02428”进行水稻亚种间杂优育种有令人鼓舞的前景",方法,试种产量,40,公斤/亩,51
"转基因阳性植株表型观察结果显示:干涉载体pANDAH05转化日本晴幼胚后,T0代植株出现了类似于突变体1ah137的表型,叶片明显变窄,卷曲程度增加,株高降低;对照空载体pANDA35HK转化日本晴幼胚后,T0代植株仍保持野生型表型;Real-timePCR检测结果显示:日本晴转干涉载体pANDAH05后,目的基因表达量明显降低,干涉强度不同目的基因表达量降低程度不同,研究结果表明目的基因OsCSLD4在水稻叶片形态发育过程中起着非常重要的作用。",调控,基因OsCSLD4,194,水稻叶片形态发育,204
"结果表明:①CPSLO17与CY85-43在参试的4个广亲和材料中一般配合力的效应值居第一、二位,其亲和力较",表现,CPSLO17,6,一般配合力,33
"﻿对功能性水稻的性状遗传、育种研究、生理生态特性研究以及功能性稻米的开发等方面进行了综述,并就将来的研究与开发提出了建",方法,功能性,2,育种研究,13
"﻿柳州市农业科学研究所用自育的优质稻柳沙油占202作母本与优质保持系中九B杂交,于F2分离不育株与可育株连续回交,初步育成新的水稻不育系,经初步观察,不育性稳定,开花习性好,综合性状好,米质优。",表现,水稻不育系,63,米质优,93
"除了无叶枕以外,Oslg1-3突变体的叶角即叶片与叶鞘之间的夹角也很小,因而叶片直立,可以用来培育叶片直立型水稻新品种。",表现,Oslg1-3突变体,8,叶片直立,38
"“99A”不育性稳定,不育率高,农艺性状、异交结实率、稻米品质、抗性和配合力等方面都达到了实用不育系的要求",表现,“99A”,0,不育性,5
"﻿为了解决杂交水稻主要品质性状的选育问题,运用25个早籼稻组合按北卡罗莱纳(NC)设计进行了配合力的研究,结果表明:精米长、精米宽、精米形状、胶稠度、糊化温度、直链淀粉含量、蛋白质含量等7个性状受不育系的一般配合力效应和组合特殊配合力效应的影响达显著或极显著水平,受恢复系一般配合力效应的影响未达显著水平,其广义遗传力和狭义遗传力都较高,因此在育种中要特别注意不育系本身的特",表现,早籼稻组合,26,精米形状,66
"通过杂交转育的紫节恢复系与两系、三系不育系杂交结果,单株产量、单株穗数、每穗粒数、结实率(%)都接近和超过绿节稻恢复系",表现,紫节恢复系,7,结实率,41
"﻿进行耐冷性数量性状(QTLs)的精细定位,可为水稻耐冷性分子育种提供条件.以籼稻品种二九青和粳稻品种Yukihikari杂交后自交8代得到的79个重组自交系(RIL)群体为材料,用89个微卫星标记构建了该群体的分子连锁图谱.用4种低温处理21d的幼苗高度作为耐冷性指标,对RIL群体进行了耐冷性分析.4种温度条件下共定位了10个耐冷性数量性状位点,其中2个QTLs在4种环境条件下都能检测到,1个QTL在三种环境条件下能检测到,6个QTLs在2种环境条件下能检测到,而1个QTLs却只能在1种环境条件下检测到.10个QTLs可解释的表型变异从4.85%到22.47%.位于第1染色体上的RM104和位于第9染色体上的RM160位点,在4种环境下都能稳定表达,是对环境条件相对稳定的QTLs,可作为苗期耐冷性分子标记辅助选择育种的依据.",影响,环境,186,QTLs,11
"利用基于完备复合区间作图方法的QTL检测软件(QTL IciMapping V2.0)进行QTL的联合定位分析,两年共定位到17个控制剑叶形态性状的QTL,分布在第1、2、4、6、7和8等多条染色体上,贡献率为5.30%~32.22%。",可视化,QTL的联合定位分析,45,基于完备复合区间作图方法,2
"﻿通过水培试验测定水稻F3群体(Palawan×IR42)137株系的幼苗根体积、根表面积、相对根粗、最大根长和根数等根系形态特征.借助由该组合的F2群体所构建的RFLP标记连锁图,通过方差分析检测与根系形态特征表型值相关连的分子标记位点,共测得7个标记位点分别与3个表型性状关连.其中位于2号染色体上的2对连锁标记位点RG139与RZ742及RG171与RG544跟根体积关连;位于5号染色体上的标记位点CDO105与相对根粗关连;2号染色体上的标记位点RG139及5号染色体上的1对连锁标记位点RG229与RG13跟最大根长关连.这些标记位点对关联的表型性状都具有显著的加性效应.",调控,RG13,160,最大根长,51
"尽管这2个QTL加性效应的大小在低温发芽过程中按一定趋势变化,但加性效应的方向始终是一致",影响,低温,16,QTL,5
"高秆株的株高比福eS1显著提高,株高的增加主要由于倒一节间长、倒二节间长、倒三节间长等的显著提高;高秆株的抽穗期比福eS1提早3~5d。",表现,高秆株,0,倒三节间长,37
"对杂交种F0、F1、F2代连续观察结果表明:(1)杂交F0代高度不孕,并伴有杂交种发育夭折现象发生,结实率仅为263‰;(2)F1杂种优势明显,株高、穗长、1级枝梗数、小花数、结实粒数、结实率、千粒重诸性状超母本优势为061%~2056%;主茎叶片数多于母本1片,总叶面积超亲优势为1195%;F1出现母本没有的红芒、红护颖和紫柱头3个可遗传性状;(3)F2除在生育期、株高及穗长等性状发生分离外,其典型特征是穗型、芒性、芒色、柱头颜色、护颖颜色等性状发生分离",表现,F1,7,结实粒数,88
"﻿研究表明各产量构成性状不仅普遍存在加性效应和显性效应,而且还普遍存在基因型×环境互作",方法,产量构成性状,6,加性效应,18
"将生育期矫正到同一水平,检测到1个单株有效穗数适用有利等位变异RM80-160bp,加性效应为0.71。",调控,RM80-160bp,31,有效穗数,19
"﻿按照我国优质稻谷标准,当前三系杂交水稻的米质问题主要表现在整精米率低、垩白粒率高、垩白大及胶稠度低(硬),这与它们的亲本米质状况是一致的",表现,三系杂交水稻,14,整精米率低,30
"再在RM31附近合成12个SSR标记在轮回亲本(RP)、近等基因系(NIL)间进行多态性筛选,只有RM7452有多态性,单向方差分析表明该标记与耐冷基因连",方法,多态性筛选,41,轮回亲本(RP),19
45℃烘干和40℃保湿预处理能明显促进胚乳云雾性状的显,影响,℃,2,云雾性状,21
"将该植株与栽培稻亲本回交,得到109株回交后代,考察了回交群体的主要农艺性状并进行了分子标记分析,发现野生稻染色体片段的渗入影响了回交后代的株高、千粒重、结实率、结实密度、叶宽等农艺性状,而且这些性状之间正相关度很大",调控,染色体片段,54,性状,36
"本研究以66个水稻籼粳交片段导入系群体为定位群体,利用单标记作图法,对正常与低氮胁迫条件下水稻有效穗、单株产量、株高和生物学产量等性状进行QTL定位。",影响,低氮胁迫条件,38,株高,56
"涉及籼与粳分类的一些性状,如叶毛、稃毛、酚反应、落粒性等的遗传,有的为一对主基因控制,有的为多基因决",调控,主基因,37,性状,10
米饭咬劲、粘弹性、味觉、食味及冷饭质地等均与第4染色体的分子标记C445有关,调控,C445,32,米饭咬劲,0
"﻿利用高空气球搭载,使2个对胞质雄性不育育性保持的粳稻品种“中作59”和“海香”干种子处于海拔高度30~35Km的高宽8h后回收种植,从SP2代群体中,获得二类突变体:一类为粳型亲籼并对胞质雄性不育具恢复能力的突变体,其突变频率依次为8×10-3和6×10-3",表现,海香,37,对胞质雄性不育育性保持,13
